Transaction_ID,Date,Product,Category,Quantity,Price_per_Unit,Total_Sales
78,2025-01-04 05:00:00,Eggs,Produce,5,218.93,1094.65
79,2025-01-04 06:00:00,Milk,Dairy,1,470.35,470.35
80,2025-01-04 07:00:00,Snacks,Packaged,4,220.0,880.0
81,2025-01-04 08:00:00,Eggs,Dairy,2,185.6,371.2
82,2025-01-04 09:00:00,Eggs,Produce,4,225.86,903.44
83,2025-01-04 10:00:00,Milk,Staples,8,264.53,2116.24
84,2025-01-04 11:00:00,Sugar,Bakery,5,319.68,1598.4
85,2025-01-04 12:00:00,Vegetables,Dairy,1,402.34,402.34
86,2025-01-04 13:00:00,Beverages,Bakery,7,231.53,1620.71
87,2025-01-04 14:00:00,Vegetables,Packaged,1,410.57,410.57
88,2025-01-04 15:00:00,Beverages,Staples,9,271.52,2443.68
89,2025-01-04 16:00:00,Snacks,Staples,3,175.86,527.58
90,2025-01-04 17:00:00,Bread,Dairy,3,332.4,997.2
91,2025-01-04 18:00:00,Milk,Staples,6,361.68,2170.08
92,2025-01-04 19:00:00,Vegetables,Dairy,6,283.44,1700.64
93,2025-01-04 20:00:00,Vegetables,Dairy,6,37.74,226.44
94,2025-01-04 21:00:00,Snacks,Bakery,1,93.24,93.24
95,2025-01-04 22:00:00,Sugar,Staples,5,149.8,749.0
96,2025-01-04 23:00:00,Eggs,Dairy,6,148.49,890.94
97,2025-01-05 00:00:00,Snacks,Bakery,8,339.98,2719.84
98,2025-01-05 01:00:00,Fruits,Produce,1,18.99,18.99
99,2025-01-05 02:00:00,Eggs,Bakery,5,380.28,1901.4
100,2025-01-05 03:00:00,Milk,Bakery,3,140.02,420.06
101,2025-01-05 04:00:00,Eggs,Dairy,2,161.91,323.82
102,2025-01-05 05:00:00,Sugar,Packaged,8,268.68,2149.44
103,2025-01-05 06:00:00,Eggs,Packaged,7,115.8,810.6
104,2025-01-05 07:00:00,Milk,Packaged,7,443.39,3103.73
105,2025-01-05 08:00:00,Sugar,Bakery,5,51.83,259.15
106,2025-01-05 09:00:00,Vegetables,Dairy,9,227.75,2049.75
107,2025-01-05 10:00:00,Vegetables,Staples,5,426.22,2131.1
108,2025-01-05 11:00:00,Beverages,Bakery,2,311.76,623.52
109,2025-01-05 12:00:00,Eggs,Bakery,3,153.24,459.72
110,2025-01-05 13:00:00,Vegetables,Dairy,4,216.17,864.68
111,2025-01-05 14:00:00,Milk,Produce,5,356.28,1781.4
112,2025-01-05 15:00:00,Rice,Bakery,3,486.9,1460.7
113,2025-01-05 16:00:00,Rice,Produce,7,447.64,3133.48
114,2025-01-05 17:00:00,Sugar,Produce,5,177.79,888.95
115,2025-01-05 18:00:00,Vegetables,Packaged,5,499.12,2495.6
116,2025-01-05 19:00:00,Vegetables,Dairy,6,11.72,70.32
117,2025-01-05 20:00:00,Rice,Produce,7,23.54,164.78
118,2025-01-05 21:00:00,Vegetables,Dairy,8,413.68,3309.44
119,2025-01-05 22:00:00,Eggs,Packaged,9,107.74,969.66
120,2025-01-05 23:00:00,Fruits,Dairy,4,39.78,159.12
121,2025-01-06 00:00:00,Bread,Bakery,5,126.2,631.0
122,2025-01-06 01:00:00,Beverages,Produce,5,218.79,1093.95
123,2025-01-06 02:00:00,Sugar,Dairy,8,367.98,2943.84
124,2025-01-06 03:00:00,Fruits,Staples,9,315.92,2843.28
125,2025-01-06 04:00:00,Rice,Dairy,7,126.43,885.01
126,2025-01-06 05:00:00,Vegetables,Produce,5,256.6,1283.0
127,2025-01-06 06:00:00,Beverages,Packaged,3,463.84,1391.52
128,2025-01-06 07:00:00,Vegetables,Packaged,1,409.35,409.35
129,2025-01-06 08:00:00,Milk,Produce,9,168.36,1515.24
130,2025-01-06 09:00:00,Milk,Bakery,5,491.31,2456.55
131,2025-01-06 10:00:00,Beverages,Bakery,9,357.22,3214.98
132,2025-01-06 11:00:00,Beverages,Packaged,4,40.6,162.4
133,2025-01-06 12:00:00,Rice,Packaged,5,27.23,136.15
134,2025-01-06 13:00:00,Beverages,Produce,4,92.52,370.08
135,2025-01-06 14:00:00,Eggs,Bakery,2,366.65,733.3
136,2025-01-06 15:00:00,Vegetables,Packaged,1,100.03,100.03
137,2025-01-06 16:00:00,Fruits,Bakery,8,260.63,2085.04
138,2025-01-06 17:00:00,Snacks,Packaged,4,55.7,222.8
139,2025-01-06 18:00:00,Beverages,Dairy,5,461.23,2306.15
140,2025-01-06 19:00:00,Sugar,Staples,6,178.54,1071.24
141,2025-01-06 20:00:00,Milk,Dairy,8,454.98,3639.84
142,2025-01-06 21:00:00,Eggs,Packaged,8,472.99,3783.92
143,2025-01-06 22:00:00,Snacks,Staples,7,13.0,91.0
144,2025-01-06 23:00:00,Fruits,Staples,4,237.43,949.72
145,2025-01-07 00:00:00,Snacks,Packaged,6,22.08,132.48
146,2025-01-07 01:00:00,Beverages,Packaged,4,455.26,1821.04
147,2025-01-07 02:00:00,Rice,Bakery,7,264.02,1848.14
148,2025-01-07 03:00:00,Milk,Packaged,1,46.72,46.72
149,2025-01-07 04:00:00,Milk,Produce,5,64.04,320.2
150,2025-01-07 05:00:00,Rice,Packaged,4,197.92,791.68
151,2025-01-07 06:00:00,Vegetables,Produce,7,470.71,3294.97
152,2025-01-07 07:00:00,Bread,Packaged,9,349.53,3145.77
153,2025-01-07 08:00:00,Eggs,Bakery,5,435.13,2175.65
154,2025-01-07 09:00:00,Milk,Produce,4,189.56,758.24
155,2025-01-07 10:00:00,Sugar,Dairy,9,31.17,280.53
156,2025-01-07 11:00:00,Milk,Produce,5,487.42,2437.1
157,2025-01-07 12:00:00,Snacks,Bakery,9,18.41,165.69
158,2025-01-07 13:00:00,Milk,Produce,8,474.35,3794.8
159,2025-01-07 14:00:00,Milk,Packaged,4,190.65,762.6
160,2025-01-07 15:00:00,Bread,Packaged,7,14.94,104.58
161,2025-01-07 16:00:00,Bread,Bakery,5,347.69,1738.45
162,2025-01-07 17:00:00,Fruits,Staples,4,490.46,1961.84
163,2025-01-07 18:00:00,Vegetables,Packaged,5,483.16,2415.8
164,2025-01-07 19:00:00,Sugar,Dairy,5,88.86,444.3
165,2025-01-07 20:00:00,Milk,Bakery,9,98.81,889.29
166,2025-01-07 21:00:00,Milk,Produce,9,287.11,2583.99
167,2025-01-07 22:00:00,Eggs,Produce,6,322.28,1933.68
168,2025-01-07 23:00:00,Bread,Dairy,4,372.31,1489.24
169,2025-01-08 00:00:00,Sugar,Packaged,2,98.71,197.42
170,2025-01-08 01:00:00,Fruits,Bakery,3,479.91,1439.73
171,2025-01-08 02:00:00,Vegetables,Dairy,2,322.98,645.96
172,2025-01-08 03:00:00,Rice,Packaged,5,425.05,2125.25
173,2025-01-08 04:00:00,Vegetables,Bakery,6,274.63,1647.78
174,2025-01-08 05:00:00,Snacks,Produce,5,213.0,1065.0
175,2025-01-08 06:00:00,Milk,Bakery,2,488.82,977.64
176,2025-01-08 07:00:00,Fruits,Staples,5,295.24,1476.2
177,2025-01-08 08:00:00,Snacks,Bakery,9,434.77,3912.93
178,2025-01-08 09:00:00,Sugar,Staples,4,477.11,1908.44
179,2025-01-08 10:00:00,Rice,Bakery,2,340.92,681.84
180,2025-01-08 11:00:00,Bread,Staples,3,278.98,836.94
181,2025-01-08 12:00:00,Fruits,Produce,3,11.72,35.16
182,2025-01-08 13:00:00,Fruits,Packaged,9,29.61,266.49
183,2025-01-08 14:00:00,Milk,Staples,4,108.42,433.68
184,2025-01-08 15:00:00,Beverages,Staples,1,101.14,101.14
185,2025-01-08 16:00:00,Fruits,Produce,1,134.83,134.83
186,2025-01-08 17:00:00,Eggs,Staples,7,159.42,1115.94
187,2025-01-08 18:00:00,Rice,Dairy,7,186.43,1305.01
188,2025-01-08 19:00:00,Rice,Produce,2,216.06,432.12
189,2025-01-08 20:00:00,Eggs,Dairy,9,58.44,525.96
190,2025-01-08 21:00:00,Eggs,Produce,9,30.76,276.84
191,2025-01-08 22:00:00,Eggs,Staples,5,340.23,1701.15
192,2025-01-08 23:00:00,Rice,Dairy,3,273.29,819.87
193,2025-01-09 00:00:00,Vegetables,Staples,3,227.63,682.89
194,2025-01-09 01:00:00,Rice,Produce,3,320.88,962.64
195,2025-01-09 02:00:00,Beverages,Staples,6,415.56,2493.36
196,2025-01-09 03:00:00,Milk,Dairy,4,219.57,878.28
197,2025-01-09 04:00:00,Snacks,Dairy,8,324.15,2593.2
198,2025-01-09 05:00:00,Vegetables,Staples,5,477.25,2386.25
199,2025-01-09 06:00:00,Bread,Bakery,1,421.42,421.42
200,2025-01-09 07:00:00,Snacks,Produce,9,218.74,1968.66
201,2025-01-09 08:00:00,Milk,Produce,1,325.91,325.91
202,2025-01-09 09:00:00,Beverages,Staples,6,96.76,580.56
203,2025-01-09 10:00:00,Beverages,Bakery,1,284.66,284.66
204,2025-01-09 11:00:00,Bread,Dairy,3,490.85,1472.55
205,2025-01-09 12:00:00,Vegetables,Packaged,5,263.97,1319.85
206,2025-01-09 13:00:00,Eggs,Packaged,7,464.54,3251.78
207,2025-01-09 14:00:00,Vegetables,Staples,8,209.59,1676.72
208,2025-01-09 15:00:00,Beverages,Bakery,9,499.43,4494.87
209,2025-01-09 16:00:00,Rice,Bakery,6,293.82,1762.92
210,2025-01-09 17:00:00,Milk,Produce,9,30.71,276.39
211,2025-01-09 18:00:00,Bread,Dairy,8,297.51,2380.08
212,2025-01-09 19:00:00,Milk,Bakery,9,144.54,1300.86
213,2025-01-09 20:00:00,Sugar,Packaged,4,25.92,103.68
214,2025-01-09 21:00:00,Sugar,Dairy,9,412.22,3709.98
215,2025-01-09 22:00:00,Vegetables,Dairy,7,145.11,1015.77
216,2025-01-09 23:00:00,Beverages,Staples,5,400.31,2001.55
217,2025-01-10 00:00:00,Beverages,Bakery,5,151.23,756.15
218,2025-01-10 01:00:00,Eggs,Staples,1,105.22,105.22
219,2025-01-10 02:00:00,Eggs,Bakery,2,487.23,974.46
220,2025-01-10 03:00:00,Eggs,Produce,3,187.21,561.63
221,2025-01-10 04:00:00,Rice,Staples,8,304.67,2437.36
222,2025-01-10 05:00:00,Snacks,Staples,6,308.89,1853.34
223,2025-01-10 06:00:00,Fruits,Packaged,5,284.63,1423.15
224,2025-01-10 07:00:00,Snacks,Staples,1,458.2,458.2
225,2025-01-10 08:00:00,Milk,Bakery,9,340.48,3064.32
226,2025-01-10 09:00:00,Snacks,Packaged,3,207.83,623.49
227,2025-01-10 10:00:00,Rice,Staples,3,432.57,1297.71
228,2025-01-10 11:00:00,Milk,Staples,2,98.72,197.44
229,2025-01-10 12:00:00,Snacks,Produce,4,276.68,1106.72
230,2025-01-10 13:00:00,Rice,Staples,2,475.77,951.54
231,2025-01-10 14:00:00,Fruits,Dairy,9,316.44,2847.96
232,2025-01-10 15:00:00,Snacks,Packaged,7,410.31,2872.17
233,2025-01-10 16:00:00,Rice,Dairy,8,330.24,2641.92
234,2025-01-10 17:00:00,Eggs,Packaged,3,421.29,1263.87
235,2025-01-10 18:00:00,Beverages,Produce,6,472.8,2836.8
236,2025-01-10 19:00:00,Eggs,Staples,6,143.73,862.38
237,2025-01-10 20:00:00,Beverages,Staples,1,93.13,93.13
238,2025-01-10 21:00:00,Bread,Staples,6,247.16,1482.96
239,2025-01-10 22:00:00,Bread,Packaged,3,353.91,1061.73
240,2025-01-10 23:00:00,Bread,Staples,3,121.32,363.96
241,2025-01-11 00:00:00,Fruits,Dairy,3,12.01,36.03
242,2025-01-11 01:00:00,Eggs,Staples,8,178.04,1424.32
243,2025-01-11 02:00:00,Beverages,Produce,5,484.74,2423.7
244,2025-01-11 03:00:00,Rice,Dairy,4,350.53,1402.12
245,2025-01-11 04:00:00,Milk,Staples,9,206.65,1859.85
246,2025-01-11 05:00:00,Rice,Staples,9,104.36,939.24
247,2025-01-11 06:00:00,Milk,Bakery,1,184.48,184.48
248,2025-01-11 07:00:00,Sugar,Packaged,2,93.22,186.44
249,2025-01-11 08:00:00,Rice,Dairy,8,62.09,496.72
250,2025-01-11 09:00:00,Snacks,Bakery,5,454.3,2271.5
251,2025-01-11 10:00:00,Snacks,Produce,7,498.85,3491.95
252,2025-01-11 11:00:00,Vegetables,Packaged,1,90.42,90.42
253,2025-01-11 12:00:00,Eggs,Dairy,5,36.72,183.6
254,2025-01-11 13:00:00,Milk,Staples,3,171.57,514.71
255,2025-01-11 14:00:00,Milk,Dairy,2,236.21,472.42
256,2025-01-11 15:00:00,Eggs,Staples,2,110.36,220.72
257,2025-01-11 16:00:00,Fruits,Packaged,9,157.7,1419.3
258,2025-01-11 17:00:00,Vegetables,Staples,4,108.43,433.72
259,2025-01-11 18:00:00,Fruits,Produce,4,389.39,1557.56
260,2025-01-11 19:00:00,Fruits,Staples,7,359.16,2514.12
261,2025-01-11 20:00:00,Fruits,Produce,2,321.13,642.26
262,2025-01-11 21:00:00,Eggs,Packaged,3,199.74,599.22
263,2025-01-11 22:00:00,Fruits,Packaged,3,455.43,1366.29
264,2025-01-11 23:00:00,Snacks,Dairy,6,485.07,2910.42
265,2025-01-12 00:00:00,Bread,Produce,3,95.08,285.24
266,2025-01-12 01:00:00,Sugar,Produce,5,119.28,596.4
267,2025-01-12 02:00:00,Milk,Bakery,4,267.56,1070.24
268,2025-01-12 03:00:00,Milk,Bakery,3,54.71,164.13
269,2025-01-12 04:00:00,Sugar,Bakery,8,223.86,1790.88
270,2025-01-12 05:00:00,Eggs,Staples,3,295.08,885.24
271,2025-01-12 06:00:00,Rice,Bakery,6,265.82,1594.92
272,2025-01-12 07:00:00,Eggs,Produce,7,172.15,1205.05
273,2025-01-12 08:00:00,Milk,Staples,7,275.8,1930.6
274,2025-01-12 09:00:00,Milk,Packaged,2,479.81,959.62
275,2025-01-12 10:00:00,Sugar,Dairy,3,110.95,332.85
276,2025-01-12 11:00:00,Fruits,Bakery,4,330.87,1323.48
277,2025-01-12 12:00:00,Eggs,Packaged,7,31.26,218.82
278,2025-01-12 13:00:00,Beverages,Produce,2,42.54,85.08
279,2025-01-12 14:00:00,Sugar,Dairy,3,280.4,841.2
280,2025-01-12 15:00:00,Snacks,Packaged,7,61.42,429.94
281,2025-01-12 16:00:00,Milk,Dairy,7,20.95,146.65
282,2025-01-12 17:00:00,Sugar,Bakery,3,94.04,282.12
283,2025-01-12 18:00:00,Eggs,Produce,1,286.78,286.78
284,2025-01-12 19:00:00,Milk,Dairy,3,354.64,1063.92
285,2025-01-12 20:00:00,Rice,Packaged,5,109.21,546.05
286,2025-01-12 21:00:00,Sugar,Bakery,7,337.45,2362.15
287,2025-01-12 22:00:00,Vegetables,Bakery,4,99.41,397.64
288,2025-01-12 23:00:00,Milk,Packaged,1,310.59,310.59
289,2025-01-13 00:00:00,Eggs,Packaged,6,211.86,1271.16
290,2025-01-13 01:00:00,Bread,Dairy,2,330.36,660.72
291,2025-01-13 02:00:00,Beverages,Staples,3,497.58,1492.74
292,2025-01-13 03:00:00,Fruits,Bakery,4,469.53,1878.12
293,2025-01-13 04:00:00,Eggs,Dairy,6,12.1,72.6
294,2025-01-13 05:00:00,Snacks,Packaged,6,443.86,2663.16
295,2025-01-13 06:00:00,Snacks,Dairy,7,42.58,298.06
296,2025-01-13 07:00:00,Bread,Packaged,5,476.99,2384.95
297,2025-01-13 08:00:00,Fruits,Produce,7,148.09,1036.63
298,2025-01-13 09:00:00,Vegetables,Packaged,2,197.2,394.4
299,2025-01-13 10:00:00,Bread,Packaged,1,54.9,54.9
300,2025-01-13 11:00:00,Bread,Packaged,8,65.01,520.08
301,2025-01-13 12:00:00,Milk,Staples,1,366.1,366.1
302,2025-01-13 13:00:00,Snacks,Packaged,2,472.72,945.44
303,2025-01-13 14:00:00,Milk,Bakery,6,309.27,1855.62
304,2025-01-13 15:00:00,Beverages,Bakery,1,360.77,360.77
305,2025-01-13 16:00:00,Fruits,Dairy,3,383.37,1150.11
306,2025-01-13 17:00:00,Vegetables,Staples,7,138.78,971.46
307,2025-01-13 18:00:00,Vegetables,Dairy,8,32.16,257.28
308,2025-01-13 19:00:00,Eggs,Bakery,4,10.92,43.68
309,2025-01-13 20:00:00,Bread,Bakery,3,181.82,545.46
310,2025-01-13 21:00:00,Beverages,Produce,1,128.32,128.32
311,2025-01-13 22:00:00,Snacks,Packaged,9,40.54,364.86
312,2025-01-13 23:00:00,Vegetables,Bakery,6,97.97,587.82
313,2025-01-14 00:00:00,Beverages,Dairy,6,71.0,426.0
314,2025-01-14 01:00:00,Rice,Dairy,9,458.29,4124.61
315,2025-01-14 02:00:00,Rice,Packaged,1,78.73,78.73
316,2025-01-14 03:00:00,Milk,Packaged,6,273.45,1640.7
317,2025-01-14 04:00:00,Snacks,Produce,5,300.62,1503.1
318,2025-01-14 05:00:00,Eggs,Staples,6,276.31,1657.86
319,2025-01-14 06:00:00,Vegetables,Dairy,8,58.54,468.32
320,2025-01-14 07:00:00,Bread,Packaged,5,166.21,831.05
321,2025-01-14 08:00:00,Bread,Dairy,2,35.12,70.24
322,2025-01-14 09:00:00,Vegetables,Packaged,2,203.88,407.76
323,2025-01-14 10:00:00,Fruits,Bakery,5,102.41,512.05
324,2025-01-14 11:00:00,Eggs,Dairy,3,285.2,855.6
325,2025-01-14 12:00:00,Beverages,Bakery,3,349.48,1048.44
326,2025-01-14 13:00:00,Fruits,Dairy,8,270.74,2165.92
327,2025-01-14 14:00:00,Fruits,Staples,7,222.78,1559.46
328,2025-01-14 15:00:00,Milk,Produce,1,199.79,199.79
329,2025-01-14 16:00:00,Rice,Bakery,5,422.43,2112.15
330,2025-01-14 17:00:00,Fruits,Packaged,9,117.49,1057.41
331,2025-01-14 18:00:00,Fruits,Staples,4,369.77,1479.08
332,2025-01-14 19:00:00,Sugar,Dairy,1,381.17,381.17
333,2025-01-14 20:00:00,Milk,Bakery,8,215.41,1723.28
334,2025-01-14 21:00:00,Snacks,Dairy,5,155.68,778.4
335,2025-01-14 22:00:00,Sugar,Dairy,2,240.57,481.14
336,2025-01-14 23:00:00,Sugar,Dairy,1,55.67,55.67
337,2025-01-15 00:00:00,Vegetables,Produce,3,32.51,97.53
338,2025-01-15 01:00:00,Rice,Produce,9,64.69,582.21
339,2025-01-15 02:00:00,Fruits,Packaged,1,101.7,101.7
340,2025-01-15 03:00:00,Rice,Bakery,4,257.05,1028.2
341,2025-01-15 04:00:00,Eggs,Staples,8,426.08,3408.64
342,2025-01-15 05:00:00,Vegetables,Staples,8,125.46,1003.68
343,2025-01-15 06:00:00,Snacks,Staples,8,468.23,3745.84
344,2025-01-15 07:00:00,Rice,Dairy,8,477.9,3823.2
345,2025-01-15 08:00:00,Bread,Produce,4,479.86,1919.44
346,2025-01-15 09:00:00,Eggs,Bakery,8,420.41,3363.28
347,2025-01-15 10:00:00,Milk,Dairy,9,188.27,1694.43
348,2025-01-15 11:00:00,Snacks,Produce,7,45.62,319.34
349,2025-01-15 12:00:00,Eggs,Produce,2,288.72,577.44
350,2025-01-15 13:00:00,Vegetables,Bakery,9,283.75,2553.75
351,2025-01-15 14:00:00,Sugar,Bakery,8,426.49,3411.92
352,2025-01-15 15:00:00,Sugar,Bakery,5,498.04,2490.2
353,2025-01-15 16:00:00,Vegetables,Dairy,3,259.0,777.0
354,2025-01-15 17:00:00,Beverages,Packaged,7,179.15,1254.05
355,2025-01-15 18:00:00,Sugar,Bakery,2,101.09,202.18
356,2025-01-15 19:00:00,Milk,Packaged,3,12.35,37.05
357,2025-01-15 20:00:00,Milk,Dairy,9,259.47,2335.23
358,2025-01-15 21:00:00,Bread,Packaged,4,282.2,1128.8
359,2025-01-15 22:00:00,Fruits,Staples,4,414.22,1656.88
360,2025-01-15 23:00:00,Beverages,Packaged,3,257.24,771.72
361,2025-01-16 00:00:00,Snacks,Bakery,5,459.07,2295.35
362,2025-01-16 01:00:00,Sugar,Dairy,3,317.76,953.28
363,2025-01-16 02:00:00,Milk,Bakery,9,421.76,3795.84
364,2025-01-16 03:00:00,Vegetables,Staples,3,82.67,248.01
365,2025-01-16 04:00:00,Sugar,Bakery,2,429.11,858.22
366,2025-01-16 05:00:00,Fruits,Bakery,5,340.82,1704.1
367,2025-01-16 06:00:00,Vegetables,Bakery,6,93.41,560.46
368,2025-01-16 07:00:00,Eggs,Produce,1,102.98,102.98
369,2025-01-16 08:00:00,Eggs,Staples,6,463.99,2783.94
370,2025-01-16 09:00:00,Sugar,Bakery,3,25.79,77.37
371,2025-01-16 10:00:00,Fruits,Bakery,4,236.64,946.56
372,2025-01-16 11:00:00,Beverages,Bakery,6,163.6,981.6
373,2025-01-16 12:00:00,Sugar,Dairy,8,335.89,2687.12
374,2025-01-16 13:00:00,Milk,Produce,9,421.42,3792.78
375,2025-01-16 14:00:00,Rice,Dairy,6,186.59,1119.54
376,2025-01-16 15:00:00,Sugar,Produce,7,219.18,1534.26
377,2025-01-16 16:00:00,Sugar,Bakery,5,491.14,2455.7
378,2025-01-16 17:00:00,Vegetables,Staples,9,394.12,3547.08
379,2025-01-16 18:00:00,Rice,Packaged,4,449.63,1798.52
380,2025-01-16 19:00:00,Milk,Packaged,6,224.99,1349.94
381,2025-01-16 20:00:00,Sugar,Bakery,5,124.7,623.5
382,2025-01-16 21:00:00,Vegetables,Dairy,1,211.81,211.81
383,2025-01-16 22:00:00,Fruits,Staples,5,360.89,1804.45
384,2025-01-16 23:00:00,Sugar,Produce,5,63.62,318.1
385,2025-01-17 00:00:00,Rice,Bakery,9,142.53,1282.77
386,2025-01-17 01:00:00,Bread,Staples,1,32.85,32.85
387,2025-01-17 02:00:00,Rice,Staples,5,221.85,1109.25
388,2025-01-17 03:00:00,Eggs,Produce,7,415.45,2908.15
389,2025-01-17 04:00:00,Milk,Staples,6,22.09,132.54
390,2025-01-17 05:00:00,Snacks,Dairy,6,340.91,2045.46
391,2025-01-17 06:00:00,Sugar,Dairy,7,466.92,3268.44
392,2025-01-17 07:00:00,Rice,Dairy,6,126.09,756.54
393,2025-01-17 08:00:00,Snacks,Staples,5,349.88,1749.4
394,2025-01-17 09:00:00,Vegetables,Dairy,5,487.8,2439.0
395,2025-01-17 10:00:00,Bread,Produce,9,481.52,4333.68
396,2025-01-17 11:00:00,Milk,Staples,8,125.12,1000.96
397,2025-01-17 12:00:00,Rice,Packaged,4,59.16,236.64
398,2025-01-17 13:00:00,Snacks,Staples,4,82.66,330.64
